PF00389	2-Hacid_dh
PF12779	YXWGXW
PF12780	AAA_8
PF12781	AAA_9
PF12782	Innate_immun
PF12783	Sec7_N
PF12784	PDDEXK_2
PF12785	VESA1_N
PF12786	GBV-C_env
PF12787	EcsC
PF12788	YmaF
PF12789	PTR
PF12790	T6SS-SciN
PF12791	RsgI_N
PF12792	CSS-motif
PF12793	SgrR_N
PF12794	MscS_TM
PF12795	MscS_porin
PF12796	Ank_2
PF12797	Fer4_2
PF12798	Fer4_3
PF12799	LRR_4
PF12800	Fer4_4
PF12801	Fer4_5
PF12802	MarR_2
PF12803	G-7-MTase
PF12804	NTP_transf_3
PF12805	FUSC-like
PF12806	Acyl-CoA_dh_C
PF12807	eIF3_p135
PF12808	Mto2_bdg
PF12809	Metallothi_Euk2
PF12810	Gly_rich
PF12811	BaxI_1
PF12812	PDZ_1
PF12813	XPG_I_2
PF12814	Mcp5_PH
PF12815	CTD
PF12816	Vps8
PF12818	Tegument_dsDNA
PF12819	Malectin_like
PF12820	BRCT_assoc
PF12821	DUF3815
PF12822	DUF3816
PF12823	DUF3817
PF12824	MRP-L20
PF12825	DUF3818
PF12826	HHH_2
PF12827	Peroxin-22
PF12828	PXB
PF12829	Mhr1
PF12830	Nipped-B_C
PF12831	FAD_oxidored
PF12832	MFS_1_like
PF12833	HTH_18
PF12834	Phage_int_SAM_2
PF12835	Integrase_1
PF12836	HHH_3
PF12837	Fer4_6
PF12838	Fer4_7
PF12840	HTH_20
PF12841	YvrJ
PF12842	DUF3819
PF12843	DUF3820
PF12844	HTH_19
PF12845	TBD
PF12846	AAA_10
PF12847	Methyltransf_18
PF12848	ABC_tran_2
PF12849	PBP_like_2
PF12850	Metallophos_2
PF12851	Tet_JBP
PF12852	Cupin_6
PF12853	NADH_u_ox_C
PF12854	PPR_1
PF12855	Ecl1
PF12856	Apc9
PF12857	TOBE_3
PF12859	Apc1
PF12860	PAS_7
PF12861	zf-Apc11
PF12862	Apc5
PF12863	DUF3821
PF12864	DUF3822
PF12866	DUF3823
PF12867	DinB_2
PF12868	DUF3824
PF12869	tRNA_anti-like
PF12870	Lumazine_bd
PF12871	PRP38_assoc
PF12872	OST-HTH
PF12873	DUF3825
PF12874	zf-met
PF12875	DUF3826
PF12876	Cellulase-like
PF12877	DUF3827
PF12878	SICA_beta
PF12879	SICA_C
PF12881	NUT_N
PF12882	NUT_C
PF12883	DUF3828
PF12884	TORC_N
PF12885	TORC_M
PF12886	TORC_C
PF12887	SICA_alpha
PF12888	Lipid_bd
PF12889	DUF3829
PF12890	DHOase
PF12891	Glyco_hydro_44
PF12892	FctA
PF12893	Lumazine_bd_2
PF12894	Apc4_WD40
PF12895	Apc3
PF12896	Apc4
PF12897	Aminotran_MocR
PF12898	Stc1
PF12899	Glyco_hydro_100
PF12900	Pyridox_ox_2
PF12901	SUZ-C
PF12902	Ferritin-like
PF12903	DUF3830
PF12904	Collagen_bind_2
PF12905	Glyco_hydro_101
PF12906	RINGv
PF12907	zf-met2
PF12909	DUF3832
PF12910	RelB_N
PF12911	OppC_N
PF12912	N_NLPC_P60
PF12913	SH3_6
PF12914	SH3_7
PF12915	DUF3833
PF12916	DUF3834
PF12917	HD_2
PF12918	TcdB_N
PF12919	TcdA_TcdB
PF12920	TcdA_TcdB_pore
PF12921	ATP13
PF12922	Cnd1_N
PF12923	RRP7
PF12924	APP_Cu_bd
PF12925	APP_E2
PF12926	MOZART2
PF12927	DUF3835
PF12928	tRNA_int_end_N2
PF12929	Mid1
PF12930	DUF3836
PF12931	Sec16_C
PF12932	Sec16
PF12933	FTO_NTD
PF12934	FTO_CTD
PF12935	Sec16_N
PF12936	Kri1_C
PF12937	F-box-like
PF12938	M_domain
PF12939	DUF3837
PF12940	RAG1
PF12941	HCV_NS5a_C
PF12942	Archaeal_AmoA
PF12943	DUF3839
PF12944	DUF3840
PF12945	YcgR_2
PF12946	EGF_MSP1_1
PF12947	EGF_3
PF12948	MSP7_C
PF12949	HeH
PF12950	TaqI_C
PF12951	Autotrns_rpt
PF12952	DUF3841
PF12953	DUF3842
PF12954	DUF3843
PF12955	DUF3844
PF12956	DUF3845
PF12957	DUF3846
PF12958	DUF3847
PF12959	DUF3848
PF12960	DUF3849
PF12961	DUF3850
PF12962	DUF3851
PF12963	DUF3852
PF12964	DUF3853
PF12965	DUF3854
PF12966	AtpR
PF12967	DUF3855
PF12968	DUF3856
PF12969	DUF3857
PF12970	DUF3858
PF12971	NAGLU_N
PF12972	NAGLU_C
PF12973	Cupin_7
PF12974	Phosphonate-bd
PF12975	DUF3859
PF12976	DUF3860
PF12977	DUF3861
PF12978	DUF3862
PF12979	DUF3863
PF12980	DUF3864
PF12981	DUF3865
PF12982	DUF3866
PF12983	DUF3867
PF12984	DUF3868
PF12985	DUF3869
PF12986	DUF3870
PF12987	DUF3871
PF12988	DUF3872
PF12989	DUF3873
PF12990	DUF3874
PF12991	DUF3875
PF12992	DUF3876
PF12993	DUF3877
PF12994	DUF3878
PF12995	DUF3879
PF12996	DUF3880
PF12997	DUF3881
PF12998	ING
PF12999	PRKCSH-like
PF13000	Acatn
PF13001	Ecm29
PF13002	LDB19
PF13003	MRL1
PF13004	BACON
PF13005	zf-IS66
PF13006	Nterm_IS4
PF13007	LZ_Tnp_IS66
PF13008	zf-Paramyx-P
PF13009	Phage_Integr_2
PF13010	pRN1_helical
PF13011	LZ_Tnp_IS481
PF13012	MitMem_reg
PF13013	F-box-like_2
PF13014	KH_3
PF13015	PRKCSH_1
PF13016	Gliadin
PF13017	Maelstrom
PF13018	ESPR
PF13019	Telomere_Sde2
PF13020	DUF3883
PF13021	DUF3885
PF13022	HTH_Tnp_1_2
PF13023	HD_3
PF13024	DUF3884
PF13025	DUF3886
PF13026	DUF3887
PF13027	DUF3888
PF13028	DUF3889
PF13029	DUF3890
PF13030	DUF3891
PF13031	DUF3892
PF13032	DUF3893
PF13033	DUF3894
PF13034	DUF3895
PF13035	DUF3896
PF13036	DUF3897
PF13037	DUF3898
PF13038	DUF3899
PF13039	DUF3900
PF13040	DUF3901
PF13041	PPR_2
PF13042	DUF3902
PF13043	DUF3903
PF13044	DUF3904
PF13045	DUF3905
PF13046	DUF3906
PF13047	DUF3907
PF13048	DUF3908
PF13049	DUF3910
PF13050	DUF3911
PF13051	DUF3912
PF13052	DUF3913
PF13053	DUF3914
PF13054	DUF3915
PF13055	DUF3917
PF13056	DUF3918
PF13057	DUF3919
PF13058	DUF3920
PF13059	DUF3922
PF13060	DUF3921
PF13061	DUF3923
PF13062	DUF3924
PF13063	DUF3925
PF13064	DUF3927
PF13065	DUF3928
PF13066	DUF3929
PF13067	DUF3930
PF13068	DUF3932
PF13069	DUF3933
PF13070	DUF3934
PF13071	DUF3935
PF13072	DUF3936
PF13073	DUF3937
PF13074	DUF3938
PF13075	DUF3939
PF13076	DUF3940
PF13077	DUF3909
PF13078	DUF3942
PF13079	DUF3916
PF13080	DUF3926
PF13081	DUF3941
PF13082	DUF3931
PF13083	KH_4
PF13084	DUF3943
PF13085	Fer2_3
PF13086	AAA_11
PF13087	AAA_12
PF13088	BNR_2
PF13089	PP_kinase_N
PF13090	PP_kinase_C
PF13091	PLDc_2
PF13092	CENP-L
PF13093	FTA4
PF13094	CENP-Q
PF13095	FTA2
PF13096	CENP-P
PF13097	CENP-U
PF13098	Thioredoxin_2
PF13099	DUF3944
PF13100	OstA_2
PF13101	DUF3945
PF13102	Phage_int_SAM_5
PF13103	TonB_2
PF13104	DUF3956
PF13105	DUF3959
PF13106	DUF3961
PF13107	DUF3964
PF13108	DUF3969
PF13109	AsmA_1
PF13110	DUF3966
PF13111	DUF3962
PF13112	DUF3965
PF13113	DUF3970
PF13114	RecO_N_2
PF13115	YtkA
PF13116	DUF3971
PF13117	Cag12
PF13118	DUF3972
PF13119	DUF3973
PF13120	DUF3974
PF13121	DUF3976
PF13122	DUF3977
PF13123	DUF3978
PF13124	DUF3963
PF13125	DUF3958
PF13126	DUF3975
PF13127	DUF3955
PF13128	DUF3954
PF13129	DUF3953
PF13130	DUF3952
PF13131	DUF3951
PF13132	DUF3950
PF13133	DUF3949
PF13134	DUF3948
PF13135	DUF3947
PF13136	DUF3984
PF13137	DUF3983
PF13138	DUF3982
PF13139	DUF3981
PF13140	DUF3980
PF13141	DUF3979
PF13142	DUF3960
PF13143	DUF3986
PF13144	SAF_2
PF13145	Rotamase_2
PF13146	TRL
PF13147	Amidohydro_4
PF13148	DUF3987
PF13149	DUF3988
PF13150	DUF3989
PF13151	DUF3990
PF13152	DUF3967
PF13153	DUF3985
PF13154	DUF3991
PF13155	Toprim_2
PF13156	Mrr_cat_2
PF13157	DUF3992
PF13158	DUF3993
PF13159	DUF3994
PF13160	DUF3995
PF13161	DUF3996
PF13162	DUF3997
PF13163	DUF3999
PF13164	DUF4002
PF13165	DUF4001
PF13166	AAA_13
PF13167	GTP-bdg_N
PF13168	Poxvirus_B22R_C
PF13169	Poxvirus_B22R_N
PF13170	DUF4003
PF13171	DUF4004
PF13172	PepSY_TM_1
PF13173	AAA_14
PF13174	TPR_6
PF13175	AAA_15
PF13176	TPR_7
PF13177	DNA_pol3_delta2
PF13178	DUF4005
PF13179	DUF4006
PF13180	PDZ_2
PF13181	TPR_8
PF13182	DUF4007
PF13183	Fer4_8
PF13184	KH_5
PF13185	GAF_2
PF13186	SPASM
PF13187	Fer4_9
PF13188	PAS_8
PF13189	Cytidylate_kin2
PF13190	PDGLE
PF13191	AAA_16
PF13192	Thioredoxin_3
PF13193	AMP-binding_C
PF13194	DUF4010
PF13195	DUF4011
PF13196	DUF4012
PF13197	DUF4013
PF13198	DUF4014
PF13199	Glyco_hydro_66
PF13200	DUF4015
PF13201	Xylanase
PF13202	EF-hand_5
PF13203	DUF2201_N
PF13204	DUF4038
PF13205	Big_5
PF13206	VSG_B
PF13207	AAA_17
PF13208	TerB-N
PF13209	DUF4017
PF13210	DUF4018
PF13211	DUF4019
PF13212	DUF4020
PF13213	DUF4021
PF13214	DUF4022
PF13215	DUF4023
PF13216	DUF4024
PF13217	DUF4025
PF13218	DUF4026
PF13219	DUF4027
PF13220	DUF4028
PF13221	DUF4029
PF13222	DUF4030
PF13223	DUF4031
PF13224	DUF4032
PF13225	DUF4033
PF13226	DUF4034
PF13227	DUF4035
PF13228	DUF4037
PF13229	Beta_helix
PF13230	GATase_4
PF13231	PMT_2
PF13232	Complex1_LYR_1
PF13233	Complex1_LYR_2
PF13234	rRNA_proc-arch
PF13236	CLU
PF13237	Fer4_10
PF13238	AAA_18
PF13239	2TM
PF13240	zinc_ribbon_2
PF13241	NAD_binding_7
PF13242	Hydrolase_like
PF13243	Prenyltrans_1
PF13244	DUF4040
PF13245	AAA_19
PF13246	Hydrolase_like2
PF13247	Fer4_11
PF13248	zf-ribbon_3
PF13249	Prenyltrans_2
PF13250	DUF4041
PF13251	DUF4042
PF13252	DUF4043
PF13253	DUF4044
PF13254	DUF4045
PF13255	DUF4046
PF13256	DUF4047
PF13257	DUF4048
PF13258	DUF4049
PF13259	DUF4050
PF13260	DUF4051
PF13261	DUF4052
PF13262	DUF4054
PF13263	PHP_C
PF13264	DUF4055
PF13265	DUF4056
PF13266	DUF4057
PF13267	DUF4058
PF13268	DUF4059
PF13269	DUF4060
PF13270	DUF4061
PF13271	DUF4062
PF13272	DUF4063
PF13273	DUF4064
PF13274	DUF4065
PF13275	S4_2
PF13276	HTH_21
PF13277	YmdB
PF13278	DUF4066
PF13279	4HBT_2
PF13280	WYL
PF13281	DUF4071
PF13282	DUF4070
PF13283	NfrA_C
PF13284	DUF4072
PF13285	DUF4073
PF13286	HD_assoc
PF13287	Fn3_assoc
PF13288	DXPR_C
PF13289	SIR2_2
PF13290	CHB_HEX_C_1
PF13291	ACT_4
PF13292	DXP_synthase_N
PF13293	DUF4074
PF13294	DUF4075
PF13295	DUF4077
PF13296	T6SS_Vgr
PF13297	Telomere_Sde2_2
PF13298	LigD_N
PF13299	CPSF100_C
PF13300	DUF4078
PF13301	DUF4079
PF13302	Acetyltransf_3
PF13303	PTS_EIIC_2
PF13304	AAA_21
PF13305	WHG
PF13306	LRR_5
PF13307	Helicase_C_2
PF13308	YARHG
PF13309	HTH_22
PF13310	Virulence_RhuM
PF13311	DUF4080
PF13312	DUF4081
PF13313	DUF4082
PF13314	DUF4083
PF13315	DUF4085
PF13316	DUF4087
PF13317	DUF4088
PF13318	DUF4089
PF13319	DUF4090
PF13320	DUF4091
PF13321	DUF4084
PF13322	DUF4092
PF13323	HPIH
PF13324	GCIP
PF13325	MCRS_N
PF13326	PSII_Pbs27
PF13327	T3SS_LEE_assoc
PF13328	HD_4
PF13329	ATG2_CAD
PF13330	Mucin2_WxxW
PF13331	DUF4093
PF13332	Fil_haemagg_2
PF13333	rve_2
PF13334	DUF4094
PF13335	Mg_chelatase_2
PF13336	AcetylCoA_hyd_C
PF13337	Lon_2
PF13338	DUF4095
PF13339	AATF-Che1
PF13340	DUF4096
PF13341	RAG2_PHD
PF13342	Toprim_Crpt
PF13343	SBP_bac_6
PF13344	Hydrolase_6
PF13345	DUF4098
PF13346	ABC2_membrane_5
PF13347	MFS_2
PF13348	Y_phosphatase3C
PF13349	DUF4097
PF13350	Y_phosphatase3
PF13351	DUF4099
PF13352	DUF4100
PF13353	Fer4_12
PF13354	Beta-lactamase2
PF13355	DUF4101
PF13356	DUF4102
PF13358	DDE_3
PF13359	DDE_Tnp_4
PF13360	PQQ_2
PF13361	UvrD_C
PF13362	Toprim_3
PF13363	BetaGal_dom3
PF13364	BetaGal_dom4_5
PF13365	Trypsin_2
PF13366	PDDEXK_3
PF13367	PrsW-protease
PF13368	Toprim_C_rpt
PF13369	Transglut_core2
PF13370	Fer4_13
PF13371	TPR_9
PF13372	Alginate_exp
PF13373	DUF2407_C
PF13374	TPR_10
PF13375	RnfC_N
PF13376	OmdA
PF13377	Peripla_BP_3
PF13378	MR_MLE_C
PF13379	NMT1_2
PF13380	CoA_binding_2
PF13382	Adenine_deam_C
PF13383	Methyltransf_22
PF13384	HTH_23
PF13385	Laminin_G_3
PF13386	DsbD_2
PF13387	DUF4105
PF13388	DUF4106
PF13389	DUF4107
PF13390	DUF4108
PF13391	HNH_2
PF13392	HNH_3
PF13393	tRNA-synt_His
PF13394	Fer4_14
PF13395	HNH_4
PF13396	PLDc_N
PF13397	DUF4109
PF13398	Peptidase_M50B
PF13399	LytR_C
PF13400	Tad
PF13401	AAA_22
PF13402	M60-like
PF13403	Hint_2
PF13404	HTH_AsnC-type
PF13405	EF-hand_6
PF13406	SLT_2
PF13407	Peripla_BP_4
PF13408	Zn_ribbon_recom
PF13409	GST_N_2
PF13410	GST_C_2
PF13411	MerR_1
PF13412	HTH_24
PF13413	HTH_25
PF13414	TPR_11
PF13415	Kelch_3
PF13416	SBP_bac_8
PF13417	GST_N_3
PF13418	Kelch_4
PF13419	HAD_2
PF13420	Acetyltransf_4
PF13421	Band_7_1
PF13422	DUF4110
PF13423	UCH_1
PF13424	TPR_12
PF13425	O-antigen_lig
PF13426	PAS_9
PF13427	DUF4111
PF13428	TPR_14
PF13429	TPR_15
PF13430	DUF4112
PF13431	TPR_17
PF13432	TPR_16
PF13433	Peripla_BP_5
PF13434	K_oxygenase
PF13435	Cytochrome_C554
PF13436	Gly-zipper_OmpA
PF13437	HlyD_3
PF13438	DUF4113
PF13439	Glyco_transf_4
PF13440	Polysacc_synt_3
PF13441	Gly-zipper_YMGG
PF13442	Cytochrome_CBB3
PF13443	HTH_26
PF13444	Acetyltransf_5
PF13445	zf-RING_UBOX
PF13446	RPT
PF13447	Multi-haem_cyto
PF13448	DUF4114
PF13449	Phytase-like
PF13450	NAD_binding_8
PF13451	zf-trcl
PF13452	MaoC_dehydrat_N
PF13453	zf-TFIIB
PF13454	NAD_binding_9
PF13455	MUG113
PF13456	RVT_3
PF13457	SH3_8
PF13458	Peripla_BP_6
PF13459	Fer4_15
PF13460	NAD_binding_10
PF13461	C-term_anchor
PF13462	Thioredoxin_4
PF13463	HTH_27
PF13464	DUF4115
PF13465	zf-H2C2_2
PF13466	STAS_2
PF13467	RHH_4
PF13468	Glyoxalase_3
PF13469	Sulfotransfer_3
PF13470	PIN_3
PF13471	Transglut_core3
PF13472	Lipase_GDSL_2
PF13473	Cupredoxin_1
PF13474	SnoaL_3
PF13475	DUF4116
PF13476	AAA_23
PF13477	Glyco_trans_4_2
PF13478	XdhC_C
PF13479	AAA_24
PF13480	Acetyltransf_6
PF13481	AAA_25
PF13482	RNase_H_2
PF13483	Lactamase_B_3
PF13484	Fer4_16
PF13485	Peptidase_MA_2
PF13486	Dehalogenase
PF13487	HD_5
PF13488	Gly-zipper_Omp
PF13489	Methyltransf_23
PF13490	zf-HC2
PF13491	DUF4117
PF13492	GAF_3
PF13493	DUF4118
PF13494	DUF4119
PF13495	Phage_int_SAM_4
PF13496	DUF4120
PF13497	DUF4121
PF13498	DUF4122
PF13499	EF-hand_7
PF13500	AAA_26
PF13501	SoxY
PF13502	AsmA_2
PF13503	DUF4123
PF13504	LRR_7
PF13505	OMP_b-brl
PF13506	Glyco_transf_21
PF13507	GATase_5
PF13508	Acetyltransf_7
PF13509	S1_2
PF13510	Fer2_4
PF13511	DUF4124
PF13512	TPR_18
PF13513	HEAT_EZ
PF13514	AAA_27
PF13515	FUSC_2
PF13516	LRR_6
PF13517	VCBS
PF13518	HTH_28
PF13519	VWA_2
PF13520	AA_permease_2
PF13521	AAA_28
PF13522	GATase_6
PF13523	Acetyltransf_8
PF13524	Glyco_trans_1_2
PF13525	YfiO
PF13526	DUF4125
PF13527	Acetyltransf_9
PF13528	Glyco_trans_1_3
PF13529	Peptidase_C39_2
PF13530	SCP2_2
PF13531	SBP_bac_11
PF13532	2OG-FeII_Oxy_2
PF13533	Biotin_lipoyl_2
PF13534	Fer4_17
PF13535	ATP-grasp_4
PF13536	EmrE
PF13537	GATase_7
PF13538	UvrD_C_2
PF13539	Peptidase_M15_4
PF13540	RCC1_2
PF13541	ChlI
PF13542	HTH_Tnp_ISL3
PF13543	KSR1-SAM
PF13544	N_methyl_2
PF13545	HTH_Crp_2
PF13546	DDE_5
PF13547	GTA_TIM
PF13548	DUF4126
PF13549	ATP-grasp_5
PF13550	Phage-tail_3
PF13551	HTH_29
PF13552	DUF4127
PF13553	FIIND
PF13554	DUF4128
PF13555	AAA_29
PF13556	HTH_30
PF13557	Phenol_MetA_deg
PF13558	SbcCD_C
PF13559	DUF4129
PF13560	HTH_31
PF13561	adh_short_C2
PF13562	NTP_transf_4
PF13563	2_5_RNA_ligase2
PF13564	DoxX_2
PF13565	HTH_32
PF13566	DUF4130
PF13567	DUF4131
PF13568	OMP_b-brl_2
PF13569	DUF4132
PF13570	PQQ_3
PF13571	DUF4133
PF13572	DUF4134
PF13573	SprB
PF13574	Reprolysin_2
PF13575	DUF4135
PF13576	Pentapeptide_3
PF13577	SnoaL_4
PF13578	Methyltransf_24
PF13579	Glyco_trans_4_4
PF13580	SIS_2
PF13581	HATPase_c_2
PF13582	Reprolysin_3
PF13583	Reprolysin_4
PF13584	BatD
PF13585	CHU_C
PF13586	DDE_Tnp_1_2
PF13587	DJ-1_PfpI_N
PF13588	HSDR_N_2
PF13589	HATPase_c_3
PF13590	DUF4136
PF13591	MerR_2
PF13592	HTH_33
PF13593	DUF4137
PF13594	Amidohydro_5
PF13595	DUF4138
PF13596	PAS_10
PF13597	NRDD
PF13598	DUF4139
PF13599	Pentapeptide_4
PF13600	DUF4140
PF13601	HTH_34
PF13602	ADH_zinc_N_2
PF13603	tRNA-synt_1_2
PF13604	AAA_30
PF13605	DUF4141
PF13606	Ank_3
PF13607	Succ_CoA_lig
PF13608	Potyvirid-P3
PF13609	Porin_4
PF13610	DDE_Tnp_IS240
PF13611	Peptidase_S76
PF13612	DDE_Tnp_1_3
PF13613	HTH_Tnp_4
PF13614	AAA_31
PF13615	Racemase_4
PF13616	Rotamase_3
PF13617	Lipoprotein_19
PF13618	Gluconate_2-dh3
PF13619	KTSC
PF13620	CarboxypepD_reg
PF13621	Cupin_8
PF13622	4HBT_3
PF13623	SurA_N_2
PF13624	SurA_N_3
PF13625	Helicase_C_3
PF13627	LPAM_2
PF13628	DUF4142
PF13629	T2SS-T3SS_pil_N
PF13630	SdpI
PF13631	Cytochrom_B_N_2
PF13632	Glyco_trans_2_3
PF13633	N_methyl_3
PF13634	Nucleoporin_FG
PF13635	DUF4143
PF13636	Nol1_Nop2_Fmu_2
PF13637	Ank_4
PF13638	PIN_4
PF13639	zf-RING_2
PF13640	2OG-FeII_Oxy_3
PF13641	Glyco_tranf_2_3
PF13642	DUF4144
PF13643	DUF4145
PF13644	DKNYY
PF13645	YkuD_2
PF13646	HEAT_2
PF13647	Glyco_hydro_80
PF13648	Lipocalin_4
PF13649	Methyltransf_25
PF13650	Asp_protease_2
PF13651	EcoRI_methylase
PF13652	DUF4146
PF13653	GDPD_2
PF13654	AAA_32
PF13655	RVT_N
PF13656	RNA_pol_L_2
PF13657	Couple_hipA
PF13659	Methyltransf_26
PF13660	DUF4147
PF13661	2OG-FeII_Oxy_4
PF13662	Toprim_4
PF13663	DUF4148
PF13664	DUF4149
PF13665	DUF4150
PF13667	ThiC-associated
PF13668	Ferritin_2
PF13669	Glyoxalase_4
PF13670	PepSY_2
PF13671	AAA_33
PF13672	PP2C_2
PF13673	Acetyltransf_10
PF13675	PilJ
PF13676	TIR_2
PF13677	MotB_plug
PF13678	Peptidase_M85
PF13679	Methyltransf_32
PF13680	DUF4152
PF13681	PilX
PF13682	CZB
PF13683	rve_3
PF13684	Dak1_2
PF13685	Fe-ADH_2
PF13686	DrsE_2
PF13687	DUF4153
PF13688	Reprolysin_5
PF13689	DUF4154
PF13690	CheX
PF13691	Lactamase_B_4
PF13692	Glyco_trans_1_4
PF13693	HTH_35
PF13694	Hph
PF13695	zf-3CxxC
PF13696	zf-CCHC_2
PF13698	DUF4156
PF13699	DUF4157
PF13700	DUF4158
PF13701	DDE_Tnp_1_4
PF13702	Lysozyme_like
PF13703	PepSY_TM_2
PF13704	Glyco_tranf_2_4
PF13705	TRC8_N
PF13706	PepSY_TM_3
PF13707	RloB
PF13708	Methyltransf_27
PF13709	DUF4159
PF13710	ACT_5
PF13711	DUF4160
PF13712	Glyco_tranf_2_5
PF13713	BRX_N
PF13714	PEP_mutase
PF13715	DUF4480
PF13716	CRAL_TRIO_2
PF13717	zinc_ribbon_4
PF13718	GNAT_acetyltr_2
PF13719	zinc_ribbon_5
PF13720	Acetyltransf_11
PF13721	SecD-TM1
PF13722	DUF4161
PF13723	Ketoacyl-synt_2
PF13724	DNA_binding_2
PF13725	tRNA_bind_2
PF13726	Na_H_antiport_2
PF13727	CoA_binding_3
PF13728	TraF
PF13729	TraF_2
PF13730	HTH_36
PF13731	WxL
PF13732	DUF4162
PF13733	Glyco_transf_7N
PF13734	Inhibitor_I69
PF13735	tRNA_NucTran2_2
PF13737	DDE_Tnp_1_5
PF13738	Pyr_redox_3
PF13739	DUF4163
PF13740	ACT_6
PF13741	MRP-S25
PF13742	tRNA_anti_2
PF13743	Thioredoxin_5
PF13744	HTH_37
PF13745	HxxPF_rpt
PF13746	Fer4_18
PF13747	DUF4164
PF13748	ABC_membrane_3
PF13749	HATPase_c_4
PF13750	Big_3_3
PF13751	DDE_Tnp_1_6
PF13752	DUF4165
PF13753	SWM_repeat
PF13754	Big_3_4
PF13755	Sensor_TM1
PF13756	Stimulus_sens_1
PF13757	VIT_2
PF13758	Prefoldin_3
PF13759	2OG-FeII_Oxy_5
PF13761	DUF4166
PF13762	MNE1
PF13763	DUF4167
PF13764	E3_UbLigase_R4
PF13765	PRY
PF13766	ECH_C
PF13767	DUF4168
PF13768	VWA_3
PF13769	Virulence_fact
PF13770	DUF4169
PF13771	zf-HC5HC2H
PF13772	AIG2_2
PF13773	DUF4170
PF13774	Longin
PF13775	DUF4171
PF13776	DUF4172
PF13777	DUF4173
PF13778	DUF4174
PF13779	DUF4175
PF13780	DUF4176
PF13781	DoxX_3
PF13782	SpoVAB
PF13783	DUF4177
PF13784	Fic_N
PF13785	DUF4178
PF13786	DUF4179
PF13787	HXXEE
PF13788	DUF4180
PF13789	DUF4181
PF13790	DUF4182
PF13791	Sigma_reg_C
PF13792	Sulfate_tra_GLY
PF13793	Pribosyltran_N
PF13794	MiaE_2
PF13795	HupE_UreJ_2
PF13796	Sensor
PF13797	Post_transc_reg
PF13798	PCYCGC
PF13799	DUF4183
PF13800	Sigma_reg_N
PF13801	Metal_resist
PF13802	Gal_mutarotas_2
PF13803	DUF4184
PF13804	HERV-K_env_2
PF13805	Pil1
PF13806	Rieske_2
PF13807	GNVR
PF13808	DDE_Tnp_1_assoc
PF13809	Tubulin_2
PF13810	DUF4185
PF13811	DUF4186
PF13812	PPR_3
PF13813	MBOAT_2
PF13814	Replic_Relax
PF13815	Dzip-like_N
PF13816	Dehydratase_hem
PF13817	DDE_Tnp_IS66_C
PF13820	Nucleic_acid_bd
PF13821	DUF4187
PF13822	ACC_epsilon
PF13823	ADH_N_assoc
PF13824	zf-Mss51
PF13825	Paramyxo_PNT
PF13826	DUF4188
PF13827	DUF4189
PF13828	DUF4190
PF13829	DUF4191
PF13830	DUF4192
PF13831	PHD_2
PF13832	zf-HC5HC2H_2
PF13833	EF-hand_8
PF13834	DUF4193
PF13835	DUF4194
PF13836	DUF4195
PF13837	Myb_DNA-bind_4
PF13838	Clathrin_H_link
PF13839	PC-Esterase
PF13840	ACT_7
PF13841	Defensin_beta_2
PF13842	Tnp_zf-ribbon_2
PF13843	DDE_Tnp_1_7
PF13844	Glyco_transf_41
PF13845	Septum_form
PF13846	DUF4196
PF13847	Methyltransf_31
PF13848	Thioredoxin_6
PF13850	ERGIC_N
PF13851	GAS
PF13852	DUF4197
PF13853	7tm_4
PF13854	Kelch_5
PF13855	LRR_8
PF13856	Gifsy-2
PF13857	Ank_5
PF13858	DUF4199
PF13859	BNR_3
PF13860	FlgD_ig
PF13861	FLgD_tudor
PF13862	BCIP
PF13863	DUF4200
PF13864	Enkurin
PF13865	FoP_duplication
PF13866	zf-SAP30
PF13867	SAP30_Sin3_bdg
PF13868	Trichoplein
PF13869	NUDIX_2
PF13870	DUF4201
PF13871	Helicase_C_4
PF13872	AAA_34
PF13873	Myb_DNA-bind_5
PF13874	Nup54
PF13875	DUF4202
PF13876	Phage_gp49_66
PF13877	RPAP3_C
PF13878	zf-C2H2_3
PF13879	KIAA1430
PF13880	Acetyltransf_13
PF13881	Rad60-SLD_2
PF13882	Bravo_FIGEY
PF13883	Pyrid_oxidase_2
PF13884	Peptidase_S74
PF13885	Keratin_B2_2
PF13886	DUF4203
PF13887	MRF_C1
PF13888	MRF_C2
PF13889	Chromosome_seg
PF13890	Rab3-GTPase_cat
PF13891	zf-C3Hc3H
PF13892	DBINO
PF13893	RRM_5
PF13894	zf-C2H2_4
PF13895	Ig_2
PF13896	Glyco_transf_49
PF13897	GOLD_2
PF13898	DUF4205
PF13899	Thioredoxin_7
PF13900	GVQW
PF13901	DUF4206
PF13902	R3H-assoc
PF13903	Claudin_2
PF13904	DUF4207
PF13905	Thioredoxin_8
PF13906	AA_permease_C
PF13907	DUF4208
PF13908	Shisa
PF13909	zf-H2C2_5
PF13910	DUF4209
PF13911	AhpC-TSA_2
PF13912	zf-C2H2_6
PF13913	zf-C2HC_2
PF13914	Phostensin
PF13915	DUF4210
PF13916	Phostensin_N
PF13917	zf-CCHC_3
PF13918	PLDc_3
PF13919	ASXH
PF13920	zf-C3HC4_3
PF13921	Myb_DNA-bind_6
PF13922	PHD_3
PF13923	zf-C3HC4_2
PF13924	Lipocalin_5
PF13925	Katanin_con80
PF13926	DUF4211
PF13927	Ig_3
